ansin,bíonn,síos,hÉireann
ó,caint,don,ceart
anuas,shin,tríd,mhór
chéile,mbíonn,ais,Gaeilge
iad,ort,cheart,liom
chuir,sí,fíor,chuaigh
leanas,chur,bíonn,chun
isteach,déanta,ndóigh,éigin
roinnt,mórán,lucht,sásta
shin,bíonn,bhain,uair
lch.,timpeall,gan,uaidh
ón,thabhairt,measc,aon
maidir,an,anseo,tír
léi,an,duine,gan
gcónaí,nua,gceist,tú
cén,saol,leat,sí
mac,thabhairt,chuig,cén
thar,deireadh,na,thart
os,aon,agam,fíor
uair,méid,ó,seisean
éigin,sé,ar,roimh
dtí,le,cén,rinne
bliana,dhá,thaobh,leabhar
gur,linn,sásta,deir
an,ais,os,cinnte
is,beidh,bhíonn,chuige
ár,gceist,atá,daoine
shin,mo,éigin,do
thar,bhliain,dá,an
oíche,dóibh,amuigh,bhfad
réir,is,gurb,lá
méid,sin,é,leor
fear,saol,cé,dhuine
chuige,nó,fear,den
teach,féin,ndóigh,gur
déanamh,oibre,siúl,raibh
chaith,mó,lucht,anuas
deir,léi,ábhar,aghaidh
cúpla,á,fiú,gcónaí
chéad,am,dé,bhíodh
fad,bhain,teach,ina
gurb,Gaeltachta,iad,fíor
sa,uisce,bhíodh,seán
di,thart,deir,caite
á,fuair,ann,leor
ag,againn,níos,os
uair,alt,fearr,ag
baint,mé,thart,dúinn
duit,lucht,átha,fear
nuair,baint,rialtas,dá
tír,thabhairt,mac,aon
bhaint,fíor,bhliain,as
aici,tír,is,lán
mór,eile,scríobh,fhios
Gaeilge,léi,ndiaidh,taobh
mar,léir,bliana,ann
alt,as,liom,go
ach,aghaidh,eolas,bhí
ceart,chuige,ainm,di
riamh,dúinn,fearr,láthair
leis,cuireadh,bíonn,mé
áit,tíre,óg,san
daoine,roimh,áit,chuaigh
cad,oibre,cur,bhean
gur,bhaint,roinnt,dara
bhean,leat,aghaidh,faoi
cad,ár,siúd,eile
lucht,gur,mbaile,dé
dul,fíor,nár,arís
don,orm,déanamh,mbeadh
air,í,Éirinn,scoil
scéal,mar,isteach,mbeidh
rialtas,atá,bith,isteach
ansin,leat,shin,duine
lán,aige,ea,scoil
cúpla,thart,teanga,lá
dé,bhain,in,ár
fada,dhuine,na,mbeadh
seisean,dúirt,ann,sa
díreach,ceart,thug,amach
trí,muid,bhain,cur
timpeall,tharla,ár,más
gur,mórán,fear,sé
átha,is,lán,go
riamh,ceann,uaidh,daoine
teacht,ina,scríobh,sin
mór,don,bliana,baile
níor,ceart,léir,siúd
ón,thart,iarraidh,dúirt
ceann,bheidh,acu,tíre
siúd,siar,leith,tí
chuid,againn,dhiaidh,inniu
leanas,úsáid,cur,ceart
thar,bhíodh,saol,iad
tríd,tíre,as,ndiaidh
nua,thaobh,uile,saol
díreach,dhiaidh,oíche,leabhar
aon,leithéid,maidir,againn
bean,más,dé,nua
dúinn,bheith,thar,ábhar
hÉireann,féidir,don,fíor
deir,leanas,dhaoine,gur
mise,cheana,ár,arsa
bhíonn,aici,tá,deireadh
beag,riamh,siúl,ais
arís,gcónaí,bhíodh,mar
uair,bhean,uaidh,cúpla
Irish,tá,bliain,cuid
teach,acu,mé,rá
mbíonn,bhean,mbeadh,arsa
den,síos,teanga,lámh
chuir,síos,ón,aghaidh
againn,scéal,deir,tá
acu,láthair,bith,cén
nár,leor,mó,lár
rud,tír,má,leo
mhaith,agam,bhíonn,maidir
eolas,aici,chuige,dúirt
nó,bliain,b'fhéidir,agus
bliana,bhfad,leo,dó
lán,anois,bíonn,trí
cuid,anseo,don,úsáid
aon,fhios,réir,teanga
láthair,eolas,bíonn,nuair
ndiaidh,chuig,as,scoil
féin,bhíodh,á,rud
ní,tháinig,bíonn,uirthi
seo,de,dó,sin
lá,tá,óg,minic
mór,tá,oibre,ceart
leor,bean,agus,thart
mar,minic,lár,chuid
uile,fearr,den,cheana
Gaeilge,muid,roinn,lena
tú,ansin,é,mbeadh
eile,alt,céanna,leithéid
ná,dara,bhain,lán
Ghaeilge,ag,céanna,ina
maidir,mbaile,roinnt,uí
mhór,fear,dhiaidh,chaith
cinnte,leat,le,chun
don,leanas,duine,sé
cad,chaith,cuireadh,bíonn
is,di,faoin,aige
díreach,bhí,tíre,dar
maidir,am,tír,mo
thart,shin,dar,mac
bhain,bhaile,leat,sé
thug,chuaigh,idir,acu
ceart,beag,b'fhéidir,de
ina,nár,bhíonn,úsáid
bhíodh,aon,gach,scéal
cuireadh,fear,ndóigh,mbíonn
uí,atá,ceart,lch.
leor,isteach,fiú,ár
in,tíre,roinn,siad
thabhairt,dúinn,dé,áirithe
éigin,leithéid,maidir,go
tháinig,mbeidh,liom,tá
oibre,orm,di,chaith
lár,nós,amuigh,bhfuil
iad,chéad,siúd,istigh
faoin,bith,arsa,lá
fad,chuaigh,amuigh,thart
tí,teanga,lch.,ansin
ní,féidir,síos,bliain
freisin,siúl,leat,mó
é,baint,más,eile
ar,féin,níos,gcónaí
sásta,atá,siúd,scéal
ceart,fearr,bhíodh,fad
taobh,linn,do,díreach
duine,teanga,baint,ar
bíonn,fiú,léir,i
seo,le,ndóigh,fós
don,cad,úsáid,lena
fíor,bhain,duine,timpeall
dom,bíonn,nuair,uirthi
nár,orm,leithéid,i
hÉireann,shin,déanamh,orm
leith,níos,cheana,alt
dtí,uirthi,fearr,cliath
bith,aige,bheadh,acu
níor,tharla,fearr,é
iarraidh,leithéid,mórán,chuige
tríd,aige,eile,gach
bean,céanna,léi,cinn
freisin,cuid,chéad,amuigh
fíor,dó,don,ar
thart,dhá,agus,obair
duine,cheana,bhfad,Éirinn
áit,bheadh,fós,mé
ó,bíonn,muid,oibre
dó,suas,lán,áit
áirithe,mar,leabhar,againn
shin,fear,ábhar,bhíonn
amháin,bhfuil,inniu,leith
chaith,rá,de,dhuine
dhaoine,mé,chuige,dúirt
duit,caite,sin,gcónaí
sna,baint,gurb,leor
mar,mbeadh,más,lch.
ar,tír,mise,ábhar
Irish,againn,dul,cur
measc,mbíonn,duit,cén
ba,roinnt,trí,leis
orthu,uair,leith,bhíonn
dar,inniu,scríobh,fíor
ar,deir,maidir,ort
chéile,bhí,acu,átha
i,chuir,díreach,bhain
mór,orm,don,lá
fós,mbaile,seán,uisce
siúd,fós,iad,eolas
chur,tír,nua,mé
uair,leanas,níos,cuireadh
ndiaidh,amháin,idir,dar
léi,in,sí,muid
ábhar,mór,cinn,chuige
aghaidh,ndiaidh,lá,rud
mac,más,deireadh,cur
cur,duit,tá,mbíonn
amach,síos,os,beag
caite,ais,scríobh,chun
thart,san,dhiaidh,thug
iarraidh,amach,oibre,am
ort,mbeidh,ár,sin
linn,mbaile,anseo,bíonn
caite,tháinig,bhíodh,Gaeilge
bhaile,ó,teacht,anois
gach,cén,obair,duine
í,eolas,ba,den
leanas,go,ár,ea
roimhe,ndóigh,bliana,fuair
amach,arsa,caite,cúpla
iarraidh,láthair,bhíonn,mo
más,iad,fear,gcuid
fada,ndóigh,chur,agus
lae,níl,tíre,súil
lucht,má,fad,duit
lán,di,scéal,dhéanamh
den,dhéanamh,mbíonn,cliath
duit,déanta,í,cheann
dhá,léir,lucht,bhain
bhfad,chun,díreach,dhá
chuaigh,ea,ndóigh,chomh
dúirt,amuigh,Éirinn,féidir
b'fhéidir,gurb,taobh,faoi
mac,trí,cuid,fada
ceart,de,le,gcuid
ab,éigin,cé,nua
ar,tí,timpeall,cé
amuigh,againn,cé,tháinig
dara,feadh,mo,iarraidh
bhliain,b'fhéidir,in,uí
caite,amháin,chuig,duit
san,ceann,aghaidh,lch.
déanamh,tí,alt,lán
lae,isteach,san,siúd
nó,san,bliana,gcónaí
más,chaith,ar,dhá
bíonn,mac,fad,leith
bíonn,cén,súil,baint
tharla,sa,daoine,dom
nua,bheith,bhean,lucht
chuige,cad,cinn,uaidh
mó,ina,i,saol
bheadh,léi,bliain,mar
bhíodh,fear,de,faoi
bhí,chuaigh,leithéid,chuige
bhain,bliain,bhean,rud
uí,cén,dó,í
léir,atá,á,isteach
fada,céanna,arsa,chéile
mo,ais,ina,sé
aici,acu,atá,réir
os,feadh,leat,caite
gcuid,faoi,bith,minic
siúd,liom,bhaile,thar
céard,inniu,bhfuil,cheana
ábhar,siúl,níos,cén
ó,nua,amháin,dé
ó,os,anseo,chun
céard,má,dúirt,bith
suas,iad,céard,oíche
siúl,gan,í,measc
tháinig,roimh,siar,os
thart,uile,na,liom
óg,teanga,féidir,aige
oiread,muid,go,baile
aige,dá,inniu,gceist
ón,anois,dul,ann
cliath,gcónaí,lch.,agat
cuireadh,thaobh,bhliain,de
rinne,dtí,lch.,san
sí,agat,bliana,áit
as,an,againn,gach
tharla,mhór,chur,ar
gcónaí,bhain,maith,cuireadh
as,mór,nuair,leor
orm,réir,iarraidh,istigh
inniu,rialtas,nó,fháil
mórán,nó,bheidh,tar
uí,aon,gur,bhliain
fhios,feadh,fada,thart
mhór,lá,bliain,acu
san,duit,lámh,cúpla
Irish,gur,baile,siúd
bliana,gur,rinne,sí
dara,dhuine,caint,leat
idir,dhaoine,amach,cuireadh
cuid,gach,sna,beidh
caint,lár,déanamh,mór
chuig,measc,duit,cinn
lena,bhain,úsáid,ceann
atá,chun,istigh,rinne
tír,le,lch.,cliath
ní,ais,ab,gurb
níos,ea,thar,éigin
baint,níos,minic,bith
hÉireann,siad,againn,agat
scríobh,don,chéad,é
cén,mhór,bith,isteach
scríobh,siad,maith,liom
bhíodh,Gaeilge,á,rinne
deireadh,dhiaidh,ba,anuas
gcuid,lán,dtí,áirithe
sí,rith,orm,scéal
ach,mór,baile,bhain
deireadh,beidh,chéad,oíche
os,an,cheart,chuaigh
rith,eolas,gur,fada
seisean,agat,na,roimh
in,faoin,í,roimhe
ceart,dhaoine,againn,aici
bhaint,an,óg,measc
bhíonn,aghaidh,cur,féidir
deir,áirithe,chaith,dúinn
dé,bheadh,minic,do
chéile,in,uile,fíor
aici,raibh,céanna,idir
siúl,chun,dó,beidh
den,bíonn,agat,againn
chéad,dúirt,lán,fearr
dhéanamh,lena,dé,gur
orm,roimhe,cé,scoil
caite,ábhar,ab,ann
beidh,tí,Éirinn,os
átha,thar,dhaoine,aige
méid,obair,os,bhean
díreach,deireadh,Éirinn,mé
air,amháin,lán,san
déanta,cheart,tír,nua
ar,déanamh,leanas,is
bhliain,uaidh,riamh,beag
maith,seisean,leis,leor
b'fhéidir,tríd,arsa,scéal
lán,acu,mbaile,ceart
obair,bliana,léir,inniu
súil,amach,agam,í
cén,roinn,dó,éigin
ó,níos,tá,fuair
an,duine,di,cén
thar,mór,maidir,leor
ar,ábhar,fós,bean
siúl,uaidh,amach,tar
baint,gach,dúirt,cinn
bean,bhaint,í,rá
Ghaeilge,teanga,maith,inniu
faoin,ach,bhí,lámh
cinn,seisean,dó,ach
duine,faoi,rinne,rialtas
fiú,aige,roinnt,duit
air,beidh,faoi,uisce
ag,nós,caint,chuaigh
rud,istigh,níl,eile
bith,siúd,aige,minic
seisean,ón,gurb,maith
cliath,chéile,leith,siad
freisin,ab,gan,mise
éis,eile,féidir,léi
cheana,aici,ab,duit
siúd,liom,tíre,é
thabhairt,bíonn,bhfuil,chuig
anseo,dom,cúpla,suas
dúinn,uí,ndiaidh,uair
mhaith,beidh,ndóigh,tír
féin,gach,lucht,cheann
bhíonn,fada,bhain,eolas
aige,iarraidh,mo,nuair
níos,mbeadh,dom,sé
déanta,rá,gur,duit
beidh,déanta,chuid,réir
scoil,céard,gcónaí,ab
uile,súil,ndóigh,dé
uair,ná,rith,rinne
leat,leabhar,ár,mór
tar,caint,den,ceann
dul,léir,faoi,mbeadh
duit,mbeadh,bheidh,úsáid
chéad,ná,dar,dhuine
na,feadh,chuig,ár
iad,láthair,thug,mór
sa,ag,chuid,fad
in,déanta,ár,anois
ea,mhaith,ach,chuaigh
mbeadh,chéile,tar,dul
rá,fad,bhíonn,scéal
leis,uair,uí,arsa
den,chuid,beag,dé
fad,hÉireann,dar,beidh
roinnt,lena,rith,nós
bhain,isteach,nós,chomh
bíonn,fáil,léi,ag
uisce,éis,bhíodh,mac
lámh,tíre,cad,nua
ná,ais,fad,méid
leanas,nós,roinnt,maidir
am,ach,dom,b'fhéidir
baile,tháinig,taobh,timpeall
Éirinn,atá,daoine,timpeall
aige,thaobh,mó,de
átha,aige,fada,thar
rinne,dhá,leithéid,de
leabhar,síos,aige,mac
obair,agus,rinne,chuaigh
scríobh,seisean,siar,tí
aon,bheidh,iarraidh,uisce
tríd,orthu,éigin,arís
faoi,hÉireann,dul,siúd
bith,ón,níos,ais
mbaile,féin,cinnte,chur
seo,ndiaidh,á,mar
chuaigh,dar,cé,beidh
roimhe,mé,nach,chéile
bhí,bharr,dóibh,as
tú,ach,bean,obair
í,as,ina,siad
más,os,níor,leith
b'fhéidir,sé,lucht,rith
teanga,thaobh,méid,ár
ais,am,chuig,gurb
dhá,san,ab,tú
Gaeilge,uile,chuid,bíonn
ndiaidh,agam,mó,bliain
chuaigh,níl,cliath,teacht
go,úsáid,díreach,orthu
ba,in,di,agat
uirthi,níor,roinn,fháil
chuaigh,bhíodh,chéad,siar
ndóigh,hÉireann,orthu,faoin
le,ceann,lae,istigh
teacht,uí,bheadh,is
dar,bheadh,é,dara
siad,faoin,bhíodh,bhaile
go,dé,agat,átha
dúinn,measc,thug,ais
dúirt,leanas,mise,beag
mac,teacht,eolas,ansin
suas,ndiaidh,bhean,fuair
roimhe,nó,leo,uirthi
ann,gur,bhean,mac
tharla,ár,arís,gcuid
mhór,le,mo,na
nó,mór,eolas,fhios
sásta,chun,siad,dá
fear,oibre,ceart,seisean
leabhar,aon,oíche,chuige
againn,chur,cinnte,mhaith
léir,ndiaidh,measc,go
ceann,nach,lámh,agam
siúl,scoil,éigin,riamh
de,inniu,ar,bliain
nach,gan,in,gcuid
níor,cuid,ar,hÉireann
leithéid,acu,nach,chomh
cliath,Gaeltachta,Éirinn,sásta
maith,scríobh,mór,réir
Irish,roimh,ainm,freisin
go,ón,bharr,bhaint
lch.,bhíodh,obair,timpeall
cheart,méid,faoin,gur
anois,raibh,baile,gan
ab,scéal,ó,fear
bliain,ceann,bhíonn,cheann
cén,cliath,uisce,chuig
dó,bhaint,bhliain,againn
ní,fada,leanas,chaith
acu,duit,chomh,mar
dhiaidh,leis,amuigh,sásta
duit,muid,mórán,éigin
gcuid,áit,orthu,uirthi
bheadh,mé,sé,chuir
leithéid,oíche,bliana,liom
níor,anuas,nós,fad
réir,orthu,alt,dé
go,bith,leor,minic
mar,dóibh,ár,chun
dúinn,ach,dé,úsáid
caint,roinn,amach,bhean
fiú,á,cur,taobh
taobh,atá,fhios,ainm
chéile,shin,na,raibh
arís,againn,dó,sin
siúd,ndiaidh,lá,uaidh
siad,cheart,céard,seisean
trí,é,gach,maidir
déanta,riamh,níl,léi
ainm,fiú,chuige,cur
orthu,dúirt,féin,nós
agat,an,muid,fad
lae,ina,eile,aige
roimhe,leabhar,níor,aici
dhá,ach,roinnt,fiú
baile,sé,amuigh,do
raibh,dó,air,deireadh
bhliain,súil,lá,mbíonn
fiú,amuigh,mise,dhá
agat,ais,chuaigh,cinn
caite,dúirt,muid,seán
air,seisean,uile,riamh
tír,fáil,roimhe,níos
scoil,thar,duit,lch.
más,lá,don,Gaeilge
mise,ainm,bhfad,mbíonn
láthair,fad,eile,lámh
dóibh,mo,roimh,ó
den,bhfad,céanna,bean
léir,dó,chéile,gur
mar,nár,baile,anseo
dhaoine,ón,nua,réir
gach,déanamh,cinn,lámh
istigh,duine,chéad,fháil
liom,mbíonn,bhain,bheadh
orm,faoi,linn,chur
siúd,freisin,féidir,roinnt
maith,ansin,go,san
rith,ann,ceann,fear
gcuid,uaidh,níos,sin
minic,fear,dhéanamh,óg
iarraidh,aghaidh,chéad,dara
roimh,dar,faoi,níl
cé,átha,déanta,siúd
lámh,cheann,fear,i
leithéid,liom,hÉireann,Ghaeilge
baint,faoi,tá,agus
áit,atá,Gaeilge,ort
amach,gur,nó,ndóigh
Ghaeilge,ainm,beidh,tháinig
rá,thaobh,Irish,léir
maidir,ina,feadh,bíonn
acu,fiú,muid,bhaile
ann,gcónaí,déanamh,sin
tháinig,inniu,siar,anuas
cén,bharr,nó,b'fhéidir
thug,leat,anseo,siúd
dá,chéad,déanamh,linn
lár,thabhairt,taobh,bheith
nuair,acu,mhaith,istigh
dhiaidh,sásta,lámh,inniu
maith,ceart,suas,na
oíche,léi,deireadh,den
é,seán,saol,dhéanamh
bheadh,teanga,sa,leat
beidh,dhá,dara,sí
leabhar,arís,mac,shin
b'fhéidir,iarraidh,i,dom
minic,bhíonn,má,saol
b'fhéidir,inniu,obair,ár
ón,gcónaí,chuig,ag
nach,lámh,oiread,muid
oibre,chéile,réir,suas
linn,mó,ó,cheart
teacht,arís,Irish,féidir
leith,dom,taobh,bharr
ceart,fuair,ach,leanas
nuair,ár,féidir,anseo
fada,dhaoine,tháinig,ón
uirthi,bhaile,anois,deireadh
sí,dhiaidh,le,nó
hÉireann,dóibh,gcónaí,daoine
sa,leanas,aghaidh,dhuine
roinnt,teacht,muid,bliain
ea,ba,os,dé
arsa,an,uaidh,mbíonn
rud,cheana,leithéid,istigh
lán,sé,timpeall,súil
liom,na,ach,tá
cé,dhiaidh,tíre,amuigh
timpeall,rá,rialtas,leo
minic,chur,liom,aghaidh
b'fhéidir,raibh,sin,thar
léi,átha,chuaigh,dom
sa,oíche,beidh,lucht
dá,fuair,leabhar,mór
siúd,siúl,rud,ábhar
ní,cheann,uirthi,díreach
léi,duit,lch.,ab
ábhar,siar,dara,mé
leanas,dó,orm,céanna
istigh,anois,beidh,oíche
duit,scríobh,lae,síos
fearr,bliana,cé,mbíonn
áit,lena,nuair,cheana
leanas,anuas,déanamh,súil
seán,dá,ainm,siúd
dar,orthu,cinnte,éigin
cúpla,Gaeltachta,Ghaeilge,chéile
átha,lae,tháinig,oíche
aghaidh,ó,ab,in
oíche,dhaoine,fuair,nár
síos,bíonn,ab,dúirt
nós,fad,baint,chuige
seán,bean,cheart,gurb
maith,dom,méid,fuair
mbíonn,agus,isteach,mhór
Ghaeilge,faoin,bhfad,dar
thug,duit,dó,lae
uisce,siúd,cheart,mo
déanamh,eile,arís,cinnte
sásta,nuair,ach,gceist
lámh,timpeall,gceist,bean
uaidh,céanna,réir,fearr
mbaile,tú,chuir,bhaile
lár,isteach,sí,ansin
leor,súil,mórán,tríd
amach,bhaint,aici,os
maith,mar,nach,lá
orm,ag,suas,timpeall
uirthi,an,níl,eile
bhaint,baile,siad,ainm
lá,ndiaidh,cuid,na
bhliain,cheart,ba,ábhar
méid,faoi,thug,súil
uisce,na,Irish,mhór
eolas,leor,cheana,dara
raibh,ort,ar,díreach
cé,dúinn,aghaidh,láthair
dhiaidh,caite,di,mé
thug,tríd,dó,am
saol,dhá,leabhar,siar
thabhairt,gceist,aghaidh,bíonn
áirithe,bhíodh,fíor,in
inniu,thabhairt,céard,níos
Gaeltachta,sásta,bhaile,ab
rinne,réir,nár,arsa
uisce,fháil,na,ach
roimhe,cheart,liom,dé
Gaeilge,am,minic,dhá
nuair,agam,scoil,mbaile
fós,sin,dhiaidh,scríobh
ceann,suas,éigin,rud
aghaidh,ainm,liom,ina
dúinn,uí,baile,scríobh
mise,roinn,cur,raibh
bhaile,éis,teach,dhá
sna,arsa,ba,as
na,orthu,cén,tír
déanamh,bíonn,leat,thar
feadh,alt,fad,gceist
méid,faoin,cheart,láthair
cén,faoi,níl,seán
siúd,thar,súil,leis
b'fhéidir,riamh,níl,leo
sin,chur,ndiaidh,roimh
baint,mórán,bhfuil,duine
áit,bhaile,Irish,duit
duit,ais,minic,anseo
seán,mbaile,nó,í
dhuine,chur,lucht,ann
dhuine,go,uair,gan
Éirinn,uí,lch.,freisin
baint,agus,gcónaí,teacht
dó,chuaigh,in,freisin
seisean,cuireadh,seán,ais
dúinn,ach,caite,mórán
á,lá,dar,cad
arís,uisce,tí,eolas
do,arís,cuireadh,di
maidir,seo,saol,baint
ndóigh,roinn,di,mó
muid,bhliain,tar,mac
uirthi,duit,fear,gcuid
fear,dhuine,ansin,orm
thug,baile,átha,alt
beidh,ais,ab,thart
thug,uaidh,fhios,timpeall
rinne,éigin,cheann,é
é,ainm,san,Éirinn
Gaeltachta,níor,cuireadh,bhaile
dhuine,chuig,lucht,bíonn
agus,againn,léi,inniu
nach,am,anois,air
hÉireann,taobh,dúinn,ansin
roimh,cuid,sí,ábhar
uí,lá,ba,in
tríd,ach,dhiaidh,cheann
cúpla,dhiaidh,bith,mór
Irish,áit,tíre,éigin
bhaint,rialtas,leor,na
cuireadh,fada,tháinig,tá
uaidh,arsa,cén,nach
rinne,tar,thabhairt,agat
Gaeltachta,isteach,leis,ainm
gur,aige,oiread,nach
láthair,leith,ais,fada
dul,thar,mórán,bean
shin,raibh,lae,fháil
fiú,mbaile,eolas,dúirt
sí,cuid,duine,méid
leor,anois,rá,aici
tír,dara,thabhairt,gcuid
le,fíor,úsáid,chaith
dúirt,leanas,obair,deir
ní,measc,arsa,sna
rud,dhéanamh,mórán,cinnte
uile,roinnt,caint,lena
mhór,aige,leith,agam
as,níor,thar,fáil
caint,uisce,ná,gur
lch.,lámh,nua,dhá
dul,air,ag,cé
trí,léir,cén,láthair
dhéanamh,deir,leabhar,chaith
thug,suas,bíonn,mórán
deir,bliain,bhfuil,duine
bliana,in,faoin,feadh
bhain,ort,beidh,dhiaidh
leo,orthu,síos,inniu
Éirinn,faoi,iad,roinnt
Gaeilge,bhean,leat,cé
anuas,leor,obair,dhuine
caite,tíre,cliath,leith
i,gurb,dom,óg
bheith,uile,thaobh,láthair
méid,maith,againn,aige
cinnte,fós,baile,bliain
tar,den,mé,más
lán,den,bith,inniu
eile,iad,oibre,faoin
idir,agam,ina,ní
nár,lámh,go,éis
seisean,is,b'fhéidir,ais
dóibh,iad,arís,nár
scoil,na,bliain,agus
linn,tú,shin,ansin
uisce,thar,ceann,minic
baint,amháin,tír,shin
sin,oíche,láthair,teanga
mbeadh,rialtas,taobh,fear
leith,seo,gceist,iarraidh
bharr,dhá,beidh,mbaile
chaith,bíonn,aici,leo
lár,ceart,ach,fós
leithéid,chuir,mbaile,tí
mise,dtí,leat,scéal
maidir,cén,nua,ais
taobh,léir,sí,tar
dhuine,roimhe,cén,má
thaobh,don,nua,más
rith,uile,siad,mbaile
lucht,dé,iarraidh,dtí
Ghaeilge,é,nár,seisean
inniu,óg,céard,na
mar,eolas,anseo,siúl
nós,dhiaidh,tar,linn
dhá,leithéid,duit,timpeall
rinne,chuaigh,mé,cé
gcuid,tháinig,dhéanamh,bhaint
bíonn,cúpla,baint,leabhar
freisin,anuas,bhean,roinn
chuaigh,mbíonn,gur,teanga
shin,amuigh,fiú,léi
mhaith,bharr,nó,léir
Gaeltachta,fhios,lch.,nós
dé,mar,i,bhaint
siar,réir,againn,caite
ár,fada,leat,linn
scéal,bhíodh,aici,lena
shin,bhíonn,mó,scríobh
anseo,Gaeltachta,baint,dom
dé,cheann,shin,mór
rinne,riamh,is,thabhairt
chuige,é,bhfuil,b'fhéidir
lá,mise,bhliain,chuaigh
lch.,chur,ár,iad
seisean,mbaile,ceann,againn
í,ón,roimhe,ceart
féidir,tíre,fad,shin
le,orm,fear,mé
dhiaidh,cheann,anuas,céanna
tar,ón,úsáid,í
áirithe,os,deir,lucht
in,lán,bheidh,caite
fós,tí,aici,dóibh
i,lena,as,deir
faoi,gach,ní,gurb
mhaith,céard,teanga,tá
do,níor,os,dhá
don,tíre,tí,leor
uisce,ag,teacht,do
beidh,scríobh,baint,níl
sa,ea,cuireadh,lámh
bhain,lámh,leabhar,leis
isteach,sásta,dtí,tríd
siúl,chun,áirithe,liom
shin,í,den,muid
leis,lch.,gan,bhíonn
bhíonn,gan,chuig,ea
lán,dúinn,chur,is
inniu,gcónaí,fearr,Ghaeilge
leo,ba,agat,gcónaí
roinnt,bhaile,linn,mhaith
ea,leor,mbíonn,aige
feadh,arsa,tíre,chun
den,mó,obair,roimh
shin,lár,fós,lá
cén,féin,den,bhíodh
scríobh,am,dtí,lár
cinnte,dhuine,léi,cur
riamh,réir,iarraidh,bhfuil
chuir,fad,leithéid,chur
átha,thabhairt,lucht,leithéid
cuid,mbaile,ea,dúirt
roinnt,leithéid,cuid,riamh
sin,lámh,í,siúd
níor,caite,ar,mbaile
á,nár,gach,fíor
dara,mar,trí,chéad
lch.,lucht,mo,an
átha,gceist,air,cinn
os,trí,alt,ár
más,cuid,mbíonn,leith
ab,déanta,cheart,amháin
léi,ón,aici,iad
siúd,dá,ón,áit
chéile,ais,bhain,cur
níos,déanta,rud,ab
ina,déanamh,tháinig,is
beag,leor,beidh,áit
chuig,measc,maidir,fearr
cinn,nua,bharr,den
láthair,fada,seán,agus
cé,faoin,teach,dóibh
nó,bhfad,liom,áit
dúirt,siad,má,tú
baint,in,féidir,ná
oíche,méid,maidir,gceist
cur,chomh,de,teach
thar,bheidh,os,bhfad
cuireadh,maith,caint,mó
céanna,ea,den,thabhairt
